Index,Age,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,YearsAtCompany
542,36,Non-Travel,Research & Development,8,Life Sciences,Female,Research Director,1,Married,11713,No,10,8
543,38,Travel_Rarely,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,Single,7861,Yes,10,1
544,44,Non-Travel,Research & Development,24,Medical,Male,Laboratory Technician,3,Single,3708,No,9,5
545,47,Travel_Frequently,Sales,3,Medical,Female,Sales Executive,3,Divorced,13770,Yes,28,22
546,30,Travel_Rarely,Sales,27,Marketing,Male,Sales Executive,4,Divorced,5304,No,10,8
547,29,Travel_Rarely,Sales,10,Life Sciences,Male,Sales Representative,3,Single,2642,No,1,1
548,42,Travel_Frequently,Research & Development,19,Medical,Male,Research Scientist,3,Divorced,2759,Yes,7,2
549,43,Travel_Frequently,Sales,15,Life Sciences,Male,Sales Executive,4,Married,6804,No,7,2
550,34,Travel_Rarely,Research & Development,8,Medical,Female,Healthcare Representative,3,Single,6142,No,10,5
551,23,Travel_Rarely,Research & Development,9,Medical,Male,Laboratory Technician,1,Married,2500,No,5,4
552,39,Travel_Rarely,Human Resources,3,Human Resources,Female,Human Resources,2,Married,6389,No,12,8
553,56,Travel_Rarely,Research & Development,9,Medical,Male,Healthcare Representative,4,Married,11103,No,30,10
554,40,Travel_Rarely,Research & Development,2,Medical,Female,Research Scientist,4,Single,2342,Yes,5,4
555,27,Travel_Rarely,Research & Development,7,Medical,Female,Healthcare Representative,1,Single,6811,No,9,7
556,29,Travel_Rarely,Sales,10,Marketing,Male,Sales Representative,2,Divorced,2297,No,2,2
557,53,Travel_Rarely,Research & Development,6,Life Sciences,Male,Laboratory Technician,4,Single,2450,No,19,2
558,35,Non-Travel,Research & Development,2,Life Sciences,Female,Healthcare Representative,1,Divorced,5093,No,16,1
559,32,Travel_Frequently,Research & Development,24,Life Sciences,Male,Laboratory Technician,4,Married,5309,No,10,10
560,38,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,3,Married,3057,Yes,6,1
561,34,Travel_Rarely,Research & Development,8,Life Sciences,Female,Manufacturing Director,1,Divorced,5121,No,7,0
562,52,Travel_Rarely,Sales,3,Marketing,Male,Manager,1,Married,16856,No,34,34
563,33,Travel_Rarely,Research & Development,1,Other,Male,Research Scientist,4,Single,2686,Yes,10,10
564,25,Travel_Rarely,Sales,26,Medical,Female,Sales Executive,4,Single,6180,No,6,6
565,45,Travel_Rarely,Sales,2,Technical Degree,Male,Sales Representative,3,Single,6632,No,9,8
566,23,Travel_Rarely,Research & Development,10,Medical,Male,Research Scientist,3,Single,3505,No,2,2
567,47,Travel_Frequently,Sales,27,Life Sciences,Female,Sales Executive,3,Single,6397,Yes,8,5
568,34,Travel_Rarely,Sales,2,Other,Male,Sales Executive,4,Single,6274,No,6,6
569,55,Travel_Rarely,Research & Development,2,Medical,Male,Manager,1,Married,19859,Yes,24,5
570,36,Non-Travel,Sales,8,Life Sciences,Male,Sales Executive,1,Single,7587,No,10,10
571,52,Non-Travel,Research & Development,19,Medical,Male,Research Scientist,4,Married,4258,No,5,4
572,26,Travel_Frequently,Research & Development,1,Life Sciences,Female,Laboratory Technician,4,Divorced,4364,No,5,2
573,29,Travel_Rarely,Research & Development,27,Medical,Female,Healthcare Representative,3,Married,4335,No,11,8
574,26,Travel_Rarely,Sales,8,Technical Degree,Male,Sales Executive,1,Single,5326,No,6,4
575,34,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,4,Single,3280,No,10,4
576,54,Travel_Rarely,Research & Development,19,Medical,Female,Manufacturing Director,1,Divorced,5485,Yes,9,5
577,27,Travel_Frequently,Sales,8,Marketing,Male,Sales Executive,4,Married,4342,No,5,4
578,37,Travel_Rarely,Research & Development,10,Life Sciences,Female,Research Scientist,1,Divorced,2782,Yes,6,5
579,38,Travel_Frequently,Research & Development,2,Life Sciences,Female,Manufacturing Director,1,Single,5980,Yes,17,15
580,34,Travel_Rarely,Research & Development,2,Medical,Female,Research Scientist,1,Single,4381,No,6,6
581,35,Travel_Rarely,Sales,8,Life Sciences,Female,Sales Representative,4,Married,2572,No,3,3
582,30,Travel_Rarely,Research & Development,1,Life Sciences,Male,Laboratory Technician,3,Married,3833,No,7,2
583,40,Travel_Frequently,Research & Development,2,Medical,Female,Healthcare Representative,2,Married,4244,No,8,8
584,34,Travel_Rarely,Sales,8,Life Sciences,Female,Sales Executive,1,Married,6500,No,6,3
585,42,Travel_Frequently,Research & Development,8,Life Sciences,Male,Manager,4,Divorced,18430,No,24,24
586,23,Travel_Rarely,Research & Development,6,Life Sciences,Male,Laboratory Technician,1,Married,1601,Yes,1,0
587,24,Non-Travel,Research & Development,9,Life Sciences,Male,Laboratory Technician,2,Divorced,2694,No,1,1
588,52,Travel_Rarely,Research & Development,11,Life Sciences,Female,Laboratory Technician,3,Married,3149,No,9,5
589,50,Travel_Rarely,Research & Development,2,Medical,Male,Research Director,3,Married,17639,No,30,4
590,29,Travel_Rarely,Research & Development,1,Life Sciences,Female,Laboratory Technician,1,Married,2319,Yes,1,1
591,33,Travel_Rarely,Research & Development,7,Medical,Male,Research Director,3,Married,11691,No,14,13
592,33,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,1,Single,5324,No,6,3
593,47,Travel_Rarely,Research & Development,2,Other,Female,Manager,4,Married,16752,Yes,26,26
594,36,Travel_Rarely,Research & Development,1,Other,Female,Manufacturing Director,2,Married,5228,No,10,9
595,29,Travel_Rarely,Research & Development,23,Life Sciences,Male,Research Scientist,3,Married,2700,No,10,10
596,58,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Director,2,Single,19246,Yes,40,31
597,35,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,3,Single,2506,No,7,2
598,42,Travel_Rarely,Research & Development,1,Life Sciences,Female,Manufacturing Director,4,Married,6062,Yes,8,4
599,28,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,3,Single,4382,No,5,2
600,36,Travel_Rarely,Human Resources,13,Human Resources,Male,Human Resources,2,Married,2143,No,8,5
601,32,Travel_Rarely,Research & Development,4,Life Sciences,Female,Manufacturing Director,3,Married,6162,No,14,14
602,40,Travel_Frequently,Research & Development,16,Medical,Male,Laboratory Technician,3,Single,5094,No,10,1
603,30,Travel_Rarely,Research & Development,2,Medical,Female,Manufacturing Director,4,Single,6877,Yes,12,0
604,45,Travel_Rarely,Research & Development,2,Life Sciences,Female,Research Scientist,3,Single,2274,No,1,1
605,42,Travel_Rarely,Research & Development,29,Life Sciences,Male,Manufacturing Director,2,Married,4434,No,10,9
606,38,Travel_Frequently,Research & Development,12,Life Sciences,Male,Healthcare Representative,1,Divorced,6288,No,13,4
607,34,Travel_Frequently,Research & Development,16,Life Sciences,Female,Research Scientist,4,Single,2553,No,6,5
608,49,Travel_Rarely,Sales,11,Marketing,Female,Sales Executive,4,Married,7654,No,9,9
609,55,Travel_Rarely,Sales,2,Medical,Male,Sales Executive,4,Single,5160,No,12,9
610,43,Travel_Rarely,Research & Development,14,Life Sciences,Male,Research Director,1,Married,17159,No,22,4
611,27,Travel_Rarely,Research & Development,5,Technical Degree,Male,Research Director,4,Divorced,12808,Yes,9,9
612,35,Travel_Rarely,Research & Development,7,Other,Male,Manufacturing Director,3,Single,10221,No,17,8
613,28,Travel_Rarely,Sales,2,Marketing,Female,Sales Executive,2,Married,4779,Yes,8,8
614,34,Travel_Rarely,Human Resources,3,Human Resources,Male,Human Resources,4,Married,3737,No,4,3
615,26,Travel_Frequently,Research & Development,5,Medical,Female,Research Scientist,3,Married,2366,Yes,8,8
616,27,Non-Travel,Research & Development,3,Medical,Male,Research Scientist,4,Married,1706,No,0,0
617,51,Travel_Rarely,Sales,26,Marketing,Female,Manager,3,Married,16307,No,29,20
618,44,Travel_Rarely,Research & Development,4,Medical,Male,Healthcare Representative,2,Single,5933,No,10,5
619,25,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,1,Single,3424,No,6,4
620,33,Travel_Rarely,Sales,1,Medical,Male,Sales Executive,1,Divorced,4037,No,9,9
621,35,Travel_Rarely,Research & Development,27,Medical,Female,Research Scientist,1,Single,2559,No,6,6
622,36,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,4,Married,6201,Yes,18,18
623,32,Travel_Rarely,Sales,13,Life Sciences,Male,Sales Executive,4,Divorced,4403,No,8,5
624,30,Travel_Frequently,Research & Development,5,Life Sciences,Male,Research Scientist,4,Divorced,3761,No,10,5
625,53,Travel_Rarely,Sales,7,Marketing,Female,Sales Executive,4,Married,10934,Yes,35,5
626,45,Travel_Rarely,Sales,9,Marketing,Male,Sales Executive,1,Divorced,10761,Yes,18,5
627,32,Travel_Rarely,Research & Development,8,Medical,Female,Research Scientist,3,Married,5175,No,9,5
628,52,Travel_Frequently,Research & Development,25,Medical,Female,Manufacturing Director,4,Married,13826,No,31,9
629,37,Travel_Rarely,Sales,16,Marketing,Male,Sales Executive,3,Divorced,6334,No,9,1
630,28,Travel_Rarely,Human Resources,8,Medical,Male,Human Resources,4,Divorced,4936,No,6,5
631,22,Travel_Rarely,Research & Development,1,Life Sciences,Male,Manufacturing Director,4,Married,4775,No,4,2
632,44,Travel_Rarely,Research & Development,8,Life Sciences,Male,Laboratory Technician,4,Married,2818,Yes,10,3
633,42,Travel_Frequently,Research & Development,2,Medical,Male,Research Scientist,4,Single,2515,Yes,8,2
634,36,Travel_Rarely,Human Resources,8,Life Sciences,Male,Human Resources,1,Married,2342,No,6,5
635,25,Travel_Rarely,Sales,3,Other,Male,Sales Executive,1,Married,4194,Yes,5,5
636,35,Travel_Rarely,Research & Development,9,Life Sciences,Female,Manufacturing Director,3,Married,10685,Yes,17,17
637,35,Travel_Frequently,Research & Development,25,Life Sciences,Female,Research Scientist,2,Divorced,2022,Yes,10,10
638,32,Non-Travel,Research & Development,1,Life Sciences,Male,Laboratory Technician,4,Divorced,2314,No,4,3
639,25,Travel_Rarely,Sales,4,Marketing,Male,Sales Executive,1,Married,4256,No,5,5
640,49,Travel_Rarely,Research & Development,1,Technical Degree,Female,Research Scientist,1,Married,3580,No,7,4
641,24,Non-Travel,Research & Development,4,Life Sciences,Male,Laboratory Technician,4,Married,3162,No,6,5
642,32,Travel_Frequently,Sales,5,Life Sciences,Male,Sales Executive,2,Married,6524,No,10,10
643,38,Travel_Rarely,Sales,9,Marketing,Male,Sales Representative,2,Married,2899,No,3,2
644,42,Travel_Rarely,Research & Development,3,Life Sciences,Female,Laboratory Technician,4,Married,5231,Yes,17,5
645,31,Travel_Rarely,Research & Development,11,Life Sciences,Male,Research Scientist,4,Married,2356,Yes,8,6
646,29,Travel_Rarely,Sales,1,Medical,Female,Sales Representative,3,Divorced,2800,Yes,5,3
647,53,Travel_Rarely,Sales,8,Marketing,Male,Sales Executive,4,Married,11836,No,28,2
648,35,Travel_Rarely,Research & Development,25,Technical Degree,Male,Manufacturing Director,2,Married,10903,No,16,13
649,37,Travel_Frequently,Sales,21,Medical,Female,Sales Representative,4,Married,2973,No,10,5
650,53,Travel_Rarely,Research & Development,23,Life Sciences,Female,Research Director,4,Single,14275,No,33,12
651,43,Travel_Frequently,Research & Development,1,Life Sciences,Female,Healthcare Representative,4,Married,5562,No,12,5
652,47,Travel_Rarely,Sales,2,Marketing,Female,Sales Executive,4,Married,4537,Yes,8,7
653,37,Non-Travel,Sales,19,Medical,Male,Sales Executive,2,Single,7642,Yes,10,10
654,50,Non-Travel,Research & Development,2,Life Sciences,Male,Manager,1,Divorced,17924,No,31,31
655,39,Travel_Rarely,Human Resources,2,Life Sciences,Female,Human Resources,4,Married,5204,No,13,5
656,33,Travel_Rarely,Human Resources,3,Human Resources,Male,Human Resources,2,Divorced,2277,Yes,7,4
657,32,Travel_Rarely,Research & Development,25,Life Sciences,Male,Laboratory Technician,4,Single,2795,Yes,1,1
658,29,Travel_Rarely,Research & Development,7,Medical,Female,Laboratory Technician,4,Divorced,2532,No,8,4
659,44,Travel_Rarely,Research & Development,9,Life Sciences,Male,Research Scientist,1,Married,2559,Yes,8,8
660,28,Travel_Rarely,Sales,5,Medical,Male,Sales Executive,4,Single,4908,No,4,4
661,58,Travel_Frequently,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,Divorced,2380,Yes,3,1
662,43,Travel_Rarely,Research & Development,8,Life Sciences,Female,Manufacturing Director,2,Divorced,4765,No,4,1
663,20,Travel_Rarely,Sales,2,Medical,Female,Sales Representative,3,Single,2044,No,2,2
664,21,Travel_Rarely,Research & Development,18,Other,Female,Research Scientist,4,Single,2693,No,1,1
665,36,Travel_Rarely,Research & Development,14,Life Sciences,Male,Healthcare Representative,4,Married,6586,Yes,17,16
666,47,Travel_Rarely,Sales,2,Life Sciences,Female,Sales Representative,4,Single,3294,Yes,3,3
667,22,Travel_Rarely,Research & Development,3,Life Sciences,Female,Manufacturing Director,3,Married,4171,Yes,4,3
668,41,Travel_Rarely,Research & Development,2,Life Sciences,Female,Laboratory Technician,4,Divorced,2778,Yes,10,7
669,28,Travel_Rarely,Research & Development,9,Medical,Female,Research Scientist,3,Divorced,2377,No,6,2
670,39,Travel_Rarely,Research & Development,6,Medical,Male,Laboratory Technician,1,Married,2404,Yes,8,2
671,27,Travel_Rarely,Research & Development,4,Life Sciences,Female,Research Scientist,3,Single,2318,No,1,1
672,34,Travel_Rarely,Research & Development,10,Life Sciences,Male,Laboratory Technician,2,Divorced,2008,No,1,1
673,42,Travel_Rarely,Sales,14,Medical,Female,Sales Executive,3,Single,6244,No,10,5
674,33,Travel_Rarely,Research & Development,1,Other,Male,Research Scientist,1,Single,2799,Yes,6,3
675,58,Travel_Rarely,Research & Development,5,Technical Degree,Female,Healthcare Representative,2,Divorced,10552,Yes,24,6
676,31,Travel_Rarely,Sales,7,Life Sciences,Male,Sales Representative,3,Married,2329,No,13,7
677,35,Travel_Rarely,Research & Development,21,Life Sciences,Female,Healthcare Representative,4,Married,4014,Yes,10,10
678,49,Travel_Rarely,Research & Development,8,Other,Female,Laboratory Technician,2,Married,7403,No,29,26
679,48,Travel_Rarely,Research & Development,20,Medical,Male,Research Scientist,3,Married,2259,No,13,0
680,31,Non-Travel,Sales,20,Marketing,Female,Sales Executive,3,Married,6932,No,9,9
681,36,Travel_Rarely,Research & Development,7,Other,Male,Research Scientist,4,Single,4678,No,8,6
682,38,Travel_Rarely,Research & Development,1,Technical Degree,Female,Research Director,1,Married,13582,No,15,15
683,32,Non-Travel,Research & Development,1,Life Sciences,Female,Laboratory Technician,2,Married,2332,No,5,3
684,25,Travel_Rarely,Sales,19,Marketing,Male,Sales Representative,2,Married,2413,Yes,1,1
685,40,Travel_Rarely,Sales,10,Marketing,Male,Sales Executive,2,Divorced,9705,No,11,1
686,26,Travel_Frequently,Sales,1,Medical,Male,Sales Executive,1,Single,4294,No,7,7
687,41,Travel_Rarely,Research & Development,6,Medical,Male,Laboratory Technician,1,Single,4721,Yes,20,18
688,36,Travel_Rarely,Research & Development,2,Medical,Male,Laboratory Technician,3,Single,2519,No,16,11
689,19,Travel_Rarely,Sales,21,Other,Male,Sales Representative,2,Single,2121,Yes,1,1
690,20,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,1,Single,2973,No,1,1
691,31,Travel_Rarely,Research & Development,12,Medical,Female,Healthcare Representative,4,Married,5855,Yes,10,9
692,40,Travel_Frequently,Research & Development,9,Medical,Male,Research Scientist,2,Divorced,3617,Yes,3,1
693,32,Travel_Rarely,Research & Development,3,Medical,Female,Manufacturing Director,1,Married,6725,No,8,8
694,36,Travel_Rarely,Sales,3,Life Sciences,Male,Sales Executive,4,Married,10325,Yes,16,16
695,33,Travel_Rarely,Research & Development,1,Life Sciences,Female,Healthcare Representative,4,Single,6949,No,6,5
696,37,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,Married,10609,No,17,14
697,45,Non-Travel,Research & Development,4,Life Sciences,Male,Laboratory Technician,2,Married,4447,No,9,9
698,29,Travel_Frequently,Sales,20,Technical Degree,Female,Sales Representative,4,Married,2157,No,3,3
699,35,Travel_Rarely,Sales,18,Medical,Female,Sales Executive,3,Married,4601,No,5,5
700,52,Travel_Rarely,Research & Development,1,Life Sciences,Male,Manager,4,Married,17099,No,26,9
701,58,Travel_Rarely,Research & Development,2,Technical Degree,Male,Research Scientist,3,Single,2479,No,7,1
702,53,Travel_Rarely,Sales,2,Medical,Male,Manager,3,Divorced,14852,No,22,17
703,30,Travel_Rarely,Sales,8,Other,Male,Sales Executive,3,Divorced,7264,No,10,8
704,38,Non-Travel,Sales,10,Technical Degree,Female,Sales Executive,4,Single,5666,Yes,6,5
705,35,Travel_Rarely,Sales,3,Life Sciences,Male,Sales Executive,4,Divorced,7823,No,12,10
706,39,Travel_Rarely,Sales,2,Life Sciences,Male,Sales Executive,3,Single,7880,No,9,8
707,40,Non-Travel,Sales,24,Life Sciences,Female,Sales Executive,2,Single,13194,Yes,22,1
708,47,Travel_Frequently,Research & Development,16,Medical,Male,Manufacturing Director,3,Divorced,5067,Yes,20,19
709,36,Non-Travel,Sales,8,Technical Degree,Male,Sales Executive,4,Divorced,5079,No,12,7
710,31,Non-Travel,Research & Development,9,Medical,Male,Research Scientist,1,Single,2321,Yes,4,3
711,33,Non-Travel,Sales,17,Life Sciences,Male,Manager,3,Single,17444,No,10,10
712,29,Travel_Rarely,Research & Development,10,Life Sciences,Female,Research Scientist,1,Single,2404,Yes,3,0
713,33,Travel_Rarely,Research & Development,13,Life Sciences,Female,Research Scientist,4,Single,3452,No,5,3
714,45,Travel_Rarely,Research & Development,1,Medical,Female,Laboratory Technician,4,Divorced,2270,No,8,5
715,50,Travel_Rarely,Research & Development,1,Medical,Male,Research Director,4,Divorced,17399,No,32,5
716,33,Travel_Frequently,Research & Development,1,Other,Female,Healthcare Representative,2,Married,5488,Yes,6,6
717,41,Travel_Frequently,Research & Development,9,Medical,Male,Research Director,3,Divorced,19419,No,21,18
718,27,Travel_Rarely,Research & Development,16,Technical Degree,Female,Laboratory Technician,2,Married,2811,No,4,2
719,45,Non-Travel,Research & Development,23,Life Sciences,Male,Laboratory Technician,1,Married,3633,Yes,9,9
720,47,Travel_Rarely,Sales,4,Life Sciences,Female,Sales Executive,4,Single,4163,Yes,9,9
721,30,Travel_Rarely,Research & Development,22,Life Sciences,Female,Research Scientist,3,Married,2132,Yes,7,5
722,50,Travel_Rarely,Research & Development,24,Life Sciences,Male,Manufacturing Director,3,Married,13973,Yes,22,12
723,38,Travel_Frequently,Research & Development,10,Medical,Male,Research Scientist,3,Married,2684,No,3,2
724,46,Travel_Rarely,Research & Development,7,Medical,Male,Manufacturing Director,3,Divorced,10845,No,13,8
725,24,Travel_Rarely,Research & Development,17,Medical,Female,Manufacturing Director,3,Divorced,4377,No,5,4
726,35,Travel_Rarely,Research & Development,14,Other,Male,Laboratory Technician,2,Divorced,3743,Yes,5,4
727,31,Travel_Frequently,Research & Development,1,Life Sciences,Female,Manufacturing Director,1,Married,4148,No,4,4
728,18,Non-Travel,Research & Development,5,Life Sciences,Male,Research Scientist,4,Single,1051,No,0,0
729,54,Travel_Rarely,Research & Development,17,Technical Degree,Female,Manufacturing Director,3,Married,10739,No,22,10
730,35,Travel_Rarely,Research & Development,25,Medical,Female,Healthcare Representative,3,Divorced,10388,Yes,16,16
731,30,Travel_Rarely,Research & Development,8,Life Sciences,Female,Research Director,1,Married,11416,Yes,9,8
732,20,Travel_Rarely,Research & Development,11,Medical,Female,Research Scientist,1,Single,2600,Yes,1,1
733,30,Travel_Frequently,Research & Development,5,Medical,Female,Laboratory Technician,2,Single,2422,No,4,3
734,26,Travel_Rarely,Research & Development,2,Medical,Male,Manufacturing Director,4,Married,5472,No,8,8
735,22,Travel_Rarely,Research & Development,8,Life Sciences,Male,Laboratory Technician,1,Married,2451,No,4,4
736,48,Travel_Rarely,Research & Development,6,Life Sciences,Male,Healthcare Representative,3,Single,4240,No,19,2
737,48,Travel_Rarely,Research & Development,4,Life Sciences,Male,Healthcare Representative,3,Single,10999,No,27,15
738,41,Travel_Rarely,Research & Development,7,Medical,Female,Manufacturing Director,3,Single,5003,No,8,2
739,39,Travel_Rarely,Research & Development,1,Life Sciences,Female,Manufacturing Director,4,Married,12742,No,21,21
740,27,Travel_Rarely,Research & Development,2,Life Sciences,Female,Manufacturing Director,4,Married,4227,No,4,3
741,35,Travel_Rarely,Research & Development,10,Other,Male,Laboratory Technician,4,Divorced,3917,No,3,3
742,42,Travel_Rarely,Sales,5,Marketing,Male,Manager,3,Married,18303,No,21,1
743,50,Travel_Rarely,Research & Development,9,Life Sciences,Male,Laboratory Technician,4,Married,2380,No,8,1
744,59,Travel_Rarely,Research & Development,2,Life Sciences,Female,Manufacturing Director,4,Single,13726,Yes,30,5
745,37,Travel_Rarely,Research & Development,11,Medical,Female,Healthcare Representative,2,Married,4777,No,15,1
746,55,Travel_Frequently,Research & Development,18,Medical,Male,Healthcare Representative,2,Married,6385,Yes,17,8
747,41,Non-Travel,Research & Development,7,Life Sciences,Female,Research Director,3,Divorced,19973,No,21,21
748,38,Travel_Rarely,Sales,3,Life Sciences,Male,Sales Executive,4,Single,6861,Yes,19,1
749,26,Non-Travel,Sales,29,Medical,Male,Sales Executive,1,Single,4969,No,7,2
750,52,Travel_Rarely,Sales,2,Marketing,Female,Manager,4,Married,19845,No,33,32
751,44,Travel_Rarely,Sales,28,Medical,Female,Sales Executive,4,Married,13320,Yes,23,12
752,50,Non-Travel,Sales,1,Life Sciences,Female,Sales Executive,3,Married,6347,No,19,18
753,36,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,1,Single,2743,No,18,17
754,39,Travel_Frequently,Research & Development,22,Medical,Female,Manufacturing Director,1,Single,10880,Yes,21,21
755,33,Non-Travel,Sales,8,Life Sciences,Female,Sales Representative,4,Single,2342,No,3,2
756,45,Travel_Rarely,Sales,11,Life Sciences,Female,Manager,4,Married,17650,No,26,9
757,32,Non-Travel,Research & Development,29,Medical,Female,Laboratory Technician,3,Single,4025,No,10,8
758,34,Travel_Rarely,Sales,1,Marketing,Male,Sales Executive,4,Divorced,9725,No,16,15
759,59,Travel_Rarely,Sales,1,Technical Degree,Male,Manager,4,Married,11904,Yes,14,6
760,45,Travel_Rarely,Human Resources,24,Medical,Male,Human Resources,2,Single,2177,No,6,6
761,53,Travel_Frequently,Sales,2,Marketing,Female,Sales Executive,2,Married,7525,No,30,15
762,36,Travel_Rarely,Research & Development,15,Other,Male,Laboratory Technician,3,Divorced,4834,No,9,1
763,26,Travel_Frequently,Research & Development,2,Life Sciences,Male,Research Scientist,1,Married,2042,Yes,6,3
764,34,Travel_Rarely,Sales,10,Life Sciences,Female,Sales Representative,3,Married,2220,Yes,1,1
765,28,Travel_Rarely,Sales,10,Medical,Male,Sales Representative,2,Married,1052,No,1,1
766,38,Travel_Frequently,Research & Development,3,Other,Male,Research Scientist,3,Married,2821,No,8,2
767,50,Travel_Rarely,Research & Development,2,Medical,Male,Research Director,3,Married,19237,Yes,29,8
768,37,Travel_Rarely,Research & Development,3,Other,Female,Healthcare Representative,2,Single,4107,No,8,4
769,40,Travel_Rarely,Sales,26,Marketing,Male,Sales Executive,1,Married,8396,No,8,7
770,26,Travel_Frequently,Research & Development,1,Medical,Female,Research Scientist,3,Divorced,2007,No,5,5
771,46,Travel_Rarely,Research & Development,1,Medical,Male,Research Director,4,Divorced,19627,No,23,2
772,54,Travel_Rarely,Sales,2,Life Sciences,Female,Sales Executive,3,Married,10686,No,13,9
773,56,Travel_Frequently,Research & Development,9,Medical,Female,Research Scientist,3,Married,2942,No,18,5
774,36,Travel_Rarely,Research & Development,12,Medical,Female,Manufacturing Director,4,Single,8858,No,15,14
775,55,Non-Travel,Research & Development,2,Medical,Male,Manager,1,Single,16756,No,31,9
776,43,Travel_Rarely,Sales,25,Medical,Male,Sales Executive,4,Divorced,10798,No,18,1
777,20,Travel_Frequently,Sales,9,Marketing,Female,Sales Representative,4,Single,2323,Yes,2,2
778,21,Travel_Rarely,Research & Development,10,Life Sciences,Female,Laboratory Technician,1,Single,1416,No,1,1
779,46,Travel_Rarely,Research & Development,8,Life Sciences,Female,Research Scientist,1,Divorced,4615,Yes,19,16
780,51,Travel_Rarely,Research & Development,4,Life Sciences,Male,Research Scientist,3,Married,2461,Yes,18,10
781,28,Non-Travel,Research & Development,24,Technical Degree,Male,Healthcare Representative,1,Single,8722,No,10,10
782,26,Travel_Rarely,Research & Development,1,Medical,Male,Laboratory Technician,1,Married,3955,No,6,5
783,30,Travel_Rarely,Research & Development,20,Other,Male,Manufacturing Director,1,Married,9957,No,7,6
784,41,Travel_Rarely,Research & Development,7,Technical Degree,Female,Research Scientist,3,Married,3376,No,10,10
785,38,Travel_Rarely,Research & Development,17,Life Sciences,Female,Healthcare Representative,3,Married,8823,No,20,19
786,40,Travel_Rarely,Research & Development,20,Technical Degree,Male,Healthcare Representative,4,Married,10322,No,14,11
787,27,Non-Travel,Research & Development,8,Life Sciences,Male,Laboratory Technician,3,Married,4621,No,3,3
788,55,Travel_Frequently,Research & Development,2,Life Sciences,Male,Manufacturing Director,2,Married,10976,No,23,3
789,28,Travel_Rarely,Research & Development,10,Other,Female,Research Scientist,3,Single,3660,No,10,8
790,44,Travel_Rarely,Human Resources,1,Medical,Male,Human Resources,1,Married,10482,No,24,20
791,33,Travel_Rarely,Research & Development,5,Life Sciences,Male,Healthcare Representative,4,Divorced,7119,No,9,3
792,35,Travel_Rarely,Sales,4,Technical Degree,Male,Sales Executive,1,Single,9582,Yes,9,8
793,33,Travel_Frequently,Research & Development,29,Medical,Female,Research Scientist,3,Single,4508,No,14,13
794,28,Travel_Rarely,Research & Development,15,Life Sciences,Male,Laboratory Technician,3,Divorced,2207,No,4,4
795,34,Travel_Frequently,Research & Development,3,Life Sciences,Male,Healthcare Representative,4,Single,7756,No,7,6
796,37,Travel_Rarely,Sales,10,Life Sciences,Female,Sales Executive,4,Divorced,6694,Yes,8,1
797,25,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,4,Married,3691,Yes,7,7
798,26,Travel_Rarely,Research & Development,21,Medical,Male,Laboratory Technician,3,Divorced,2377,No,1,1
799,33,Travel_Rarely,Research & Development,25,Medical,Male,Research Scientist,2,Single,2313,Yes,5,2
800,42,Travel_Rarely,Research & Development,2,Medical,Male,Manager,1,Married,17665,No,23,22
801,28,Travel_Frequently,Research & Development,1,Medical,Male,Laboratory Technician,2,Divorced,2596,No,1,1
802,50,Travel_Frequently,Sales,1,Other,Male,Sales Executive,3,Single,4728,Yes,5,0
803,33,Travel_Frequently,Sales,7,Life Sciences,Female,Sales Executive,2,Married,4302,No,4,3
804,34,Non-Travel,Research & Development,3,Life Sciences,Male,Research Scientist,4,Married,2979,No,6,0
805,48,Non-Travel,Research & Development,1,Medical,Male,Manager,4,Single,16885,No,27,5
806,45,Non-Travel,Sales,9,Life Sciences,Female,Sales Executive,3,Married,5593,No,15,15
807,52,Travel_Rarely,Research & Development,7,Life Sciences,Male,Healthcare Representative,2,Single,10445,No,18,8
808,38,Travel_Rarely,Sales,10,Marketing,Male,Sales Executive,3,Divorced,8740,Yes,9,8
809,29,Travel_Rarely,Research & Development,28,Life Sciences,Female,Research Scientist,4,Divorced,2514,No,11,7
810,28,Travel_Rarely,Research & Development,3,Medical,Female,Manufacturing Director,2,Divorced,7655,No,10,9
811,46,Travel_Rarely,Sales,3,Marketing,Male,Manager,3,Married,17465,No,23,12
812,38,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,2,Single,7351,No,10,1
